  0.622750  0.058750  0.005000
  0.622750  0.082250  0.005000
  0.622750  0.105750  0.004999
  0.622750  0.129250  0.004999
  0.622750  0.152750  0.004993
  0.622750  0.176250  0.004954
  0.622750  0.199750  0.004801
  0.622750  0.223250  0.004757
  0.622750  0.246750  0.004757
  0.622750  0.270250  0.004757
  0.622750  0.293750  0.004678
  0.622750  0.317250  0.004757
  0.622750  0.340750  0.004757
  0.622750  0.364250  0.004757
  0.622750  0.387750  0.004757
  0.622750  0.411250  0.004757
  0.622750  0.434750  0.004757
  0.622750  0.458250  0.004757
  0.622750  0.481750  0.004757
  0.622750  0.505250  0.004757
  0.622750  0.528750  0.004757
  0.622750  0.552250  0.004757
  0.622750  0.575750  0.004757
  0.622750  0.599250  0.004757
  0.622750  0.622750  0.004757
  0.622750  0.646250  0.004757
  0.622750  0.669750  0.004757
  0.622750  0.693250  0.004757
  0.622750  0.716750  0.004801
  0.622750  0.740250  0.004928
  0.622750  0.763750  0.004971
  0.622750  0.787250  0.004993
  0.622750  0.810750  0.004999
  0.622750  0.834250  0.004999
  0.622750  0.857750  0.005000
  0.622750  0.881250  0.005000
  0.622750  0.904750  0.005000
  0.646250  0.035250  0.005000
  0.646250  0.058750  0.005000
  0.646250  0.082250  0.005000
  0.646250  0.105750  0.005000
  0.646250  0.129250  0.004999
  0.646250  0.152750  0.004993
  0.646250  0.176250  0.004932
  0.646250  0.199750  0.004757
  0.646250  0.223250  0.004757
  0.646250  0.246750  0.004757
  0.646250  0.270250  0.004757
  0.646250  0.293750  0.004757
  0.646250  0.317250  0.004757
  0.646250  0.340750  0.004757
  0.646250  0.364250  0.004757
  0.646250  0.387750  0.004757
  0.646250  0.411250  0.004757
  0.646250  0.434750  0.004757
  0.646250  0.458250  0.004757
  0.646250  0.481750  0.004757
  0.646250  0.505250  0.004757
  0.646250  0.528750  0.004757
  0.646250  0.552250  0.004757
  0.646250  0.575750  0.004757
  0.646250  0.599250  0.004757
  0.646250  0.622750  0.004757
  0.646250  0.646250  0.004757
  0.646250  0.669750  0.004757
  0.646250  0.693250  0.004757
  0.646250  0.716750  0.004801
  0.646250  0.740250  0.004902
  0.646250  0.763750  0.004971
  0.646250  0.787250  0.004993
  0.646250  0.810750  0.004999
  0.646250  0.834250  0.004999
  0.646250  0.857750  0.005000
  0.646250  0.881250  0.005000
  0.646250  0.904750  0.005000
  0.669750  0.058750  0.005000
  0.669750  0.082250  0.005000
  0.669750  0.105750  0.005000
  0.669750  0.129250  0.004999
  0.669750  0.152750  0.004984
  0.669750  0.176250  0.004872
  0.669750  0.199750  0.004757
  0.669750  0.223250  0.004757
  0.669750  0.246750  0.004757
  0.669750  0.270250  0.004757
  0.669750  0.293750  0.004757
  0.669750  0.317250  0.004757
  0.669750  0.340750  0.004757
  0.669750  0.364250  0.004757
  0.669750  0.387750  0.004757
  0.669750  0.411250  0.004757
  0.669750  0.434750  0.004757
  0.669750  0.458250  0.004757
  0.669750  0.481750  0.004757
  0.669750  0.505250  0.004757
  0.669750  0.528750  0.004757
  0.669750  0.552250  0.004757
  0.669750  0.575750  0.004757
  0.669750  0.599250  0.004757
  0.669750  0.622750  0.004757
  0.669750  0.646250  0.004757
  0.669750  0.669750  0.004757
  0.669750  0.693250  0.004757
  0.669750  0.716750  0.004801
  0.669750  0.740250  0.004872
  0.669750  0.763750  0.004965
  0.669750  0.787250  0.004993
  0.669750  0.810750  0.004999
  0.669750  0.834250  0.004999
  0.669750  0.857750  0.005000
  0.669750  0.881250  0.005000
  0.693250  0.058750  0.005000
  0.693250  0.082250  0.005000
  0.693250  0.105750  0.005000
  0.693250  0.129250  0.004999
  0.693250  0.152750  0.004954
  0.693250  0.176250  0.004757
  0.693250  0.199750  0.004757
  0.693250  0.223250  0.004757
  0.693250  0.246750  0.004757
  0.693250  0.270250  0.004757
  0.693250  0.293750  0.004757
  0.693250  0.317250  0.004757
  0.693250  0.340750  0.004757
  0.693250  0.364250  0.004757
  0.693250  0.387750  0.004757
  0.693250  0.411250  0.004757
  0.693250  0.434750  0.004757
  0.693250  0.458250  0.004757
  0.693250  0.481750  0.004757
  0.693250  0.505250  0.004757
  0.693250  0.528750  0.004757
  0.693250  0.552250  0.004757
  0.693250  0.575750  0.004757
  0.693250  0.599250  0.004801
  0.693250  0.622750  0.004801
  0.693250  0.646250  0.004801
  0.693250  0.669750  0.004757
  0.693250  0.693250  0.004757
  0.693250  0.716750  0.004757
  0.693250  0.740250  0.004838
  0.693250  0.763750  0.004902
  0.693250  0.787250  0.004984
  0.693250  0.810750  0.004999
  0.693250  0.834250  0.004999
  0.693250  0.857750  0.005000
  0.693250  0.881250  0.004999
  0.716750  0.082250  0.005000
  0.716750  0.105750  0.005000
  0.716750  0.129250  0.004984
  0.716750  0.152750  0.004757
  0.716750  0.176250  0.004757
  0.716750  0.199750  0.004757
  0.716750  0.223250  0.004757
  0.716750  0.246750  0.004757
  0.716750  0.270250  0.004801
  0.716750  0.293750  0.004801
  0.716750  0.317250  0.004838
  0.716750  0.340750  0.004838
  0.716750  0.364250  0.004801
  0.716750  0.387750  0.004801
  0.716750  0.411250  0.004757
  0.716750  0.434750  0.004757
  0.716750  0.458250  0.004757
  0.716750  0.481750  0.004757
  0.716750  0.505250  0.004757
  0.716750  0.528750  0.004801
  0.716750  0.552250  0.004838
  0.716750  0.575750  0.004872
  0.716750  0.599250  0.004902
  0.716750  0.622750  0.004902
  0.716750  0.646250  0.004928
  0.716750  0.669750  0.004902
  0.716750  0.693250  0.004838
  0.716750  0.716750  0.004757
  0.716750  0.740250  0.003988
  0.716750  0.763750  0.003988
  0.716750  0.787250  0.003988
  0.716750  0.810750  0.004971
  0.716750  0.834250  0.005000
  0.716750  0.857750  0.005000
  0.740250  0.105750  0.004999
  0.740250  0.129250  0.004928
  0.740250  0.152750  0.004838
  0.740250  0.176250  0.004872
  0.740250  0.199750  0.004872
  0.740250  0.223250  0.004872
  0.740250  0.246750  0.004902
  0.740250  0.270250  0.004928
  0.740250  0.293750  0.004940
  0.740250  0.317250  0.004932
  0.740250  0.340750  0.004928
  0.740250  0.364250  0.004928
  0.740250  0.387750  0.004902
  0.740250  0.411250  0.004838
  0.740250  0.434750  0.004838
  0.740250  0.458250  0.004801
  0.740250  0.481750  0.004838
  0.740250  0.505250  0.004872
  0.740250  0.528750  0.004902
  0.740250  0.552250  0.004928
  0.740250  0.575750  0.004954
  0.740250  0.599250  0.004971
  0.740250  0.622750  0.004971
  0.740250  0.646250  0.004971
  0.740250  0.669750  0.004971
  0.740250  0.693250  0.004971
  0.740250  0.716750  0.004907
  0.740250  0.740250  0.004757
  0.740250  0.763750  0.003988
  0.740250  0.787250  0.003988
  0.740250  0.810750  0.003988
  0.740250  0.834250  0.004999
  0.763750  0.105750  0.004999
  0.763750  0.129250  0.004999
  0.763750  0.152750  0.004999
  0.763750  0.176250  0.004999
  0.763750  0.199750  0.004984
  0.763750  0.223250  0.004971
  0.763750  0.246750  0.004971
  0.763750  0.270250  0.004984
  0.763750  0.293750  0.004984
  0.763750  0.317250  0.004984
  0.763750  0.340750  0.004971
  0.763750  0.364250  0.004971
  0.763750  0.387750  0.004954
  0.763750  0.411250  0.004928
  0.763750  0.434750  0.004902
  0.763750  0.458250  0.004902
  0.763750  0.481750  0.004902
  0.763750  0.505250  0.004928
  0.763750  0.528750  0.004954
  0.763750  0.552250  0.004971
  0.763750  0.575750  0.004984
  0.763750  0.599250  0.004984
  0.763750  0.622750  0.004993
  0.763750  0.646250  0.004993
  0.763750  0.669750  0.004993
  0.763750  0.693250  0.004993
  0.763750  0.716750  0.004993
  0.763750  0.740250  0.004993
  0.763750  0.763750  0.004872
  0.763750  0.787250  0.003988
  0.763750  0.810750  0.003988
  0.763750  0.834250  0.003988
  0.787250  0.129250  0.005000
  0.787250  0.152750  0.005000
  0.787250  0.176250  0.004999
  0.787250  0.199750  0.004999
  0.787250  0.223250  0.004993
  0.787250  0.246750  0.004993
  0.787250  0.270250  0.004993
  0.787250  0.293750  0.004993
  0.787250  0.317250  0.004993
  0.787250  0.340750  0.004993
  0.787250  0.364250  0.004984
  0.787250  0.387750  0.004984
  0.787250  0.411250  0.004971
  0.787250  0.434750  0.004954
  0.787250  0.458250  0.004928
  0.787250  0.481750  0.004954
  0.787250  0.505250  0.004971
  0.787250  0.528750  0.004971
  0.787250  0.552250  0.004984
  0.787250  0.575750  0.004993
  0.787250  0.599250  0.004993
  0.787250  0.622750  0.004999
  0.787250  0.646250  0.004999
  0.787250  0.669750  0.004999
  0.787250  0.693250  0.004999
  0.787250  0.716750  0.004999
  0.787250  0.740250  0.004999
  0.787250  0.763750  0.004999
  0.787250  0.787250  0.005000
  0.787250  0.810750  0.003988
  0.810750  0.152750  0.005000
  0.810750  0.176250  0.004999
  0.810750  0.199750  0.004999
  0.810750  0.223250  0.004999
  0.810750  0.246750  0.004999
  0.810750  0.270250  0.004999
  0.810750  0.293750  0.004999
  0.810750  0.317250  0.004999
  0.810750  0.340750  0.004999
  0.810750  0.364250  0.004993
  0.810750  0.387750  0.004993
  0.810750  0.411250  0.004984
  0.810750  0.434750  0.004971
  0.810750  0.458250  0.004971
  0.810750  0.481750  0.004971
  0.810750  0.505250  0.004984
  0.810750  0.528750  0.004988
  0.810750  0.552250  0.004993
  0.810750  0.575750  0.004999
  0.810750  0.599250  0.004999
  0.810750  0.622750  0.004999
  0.810750  0.646250  0.004999
  0.810750  0.669750  0.005000
  0.810750  0.693250  0.005000
  0.810750  0.716750  0.005000
  0.810750  0.740250  0.005000
  0.810750  0.763750  0.005000
  0.810750  0.787250  0.005000
  0.834250  0.176250  0.004999
  0.834250  0.199750  0.005000
  0.834250  0.223250  0.005000
  0.834250  0.246750  0.004999
  0.834250  0.270250  0.004999
  0.834250  0.293750  0.004999
  0.834250  0.317250  0.004999
  0.834250  0.340750  0.004999
  0.834250  0.364250  0.004999
  0.834250  0.387750  0.004999
  0.834250  0.411250  0.004993
  0.834250  0.434750  0.004984
  0.834250  0.458250  0.004984
  0.834250  0.481750  0.004984
  0.834250  0.505250  0.004993
  0.834250  0.528750  0.004993
  0.834250  0.552250  0.004999
  0.834250  0.575750  0.004999
  0.834250  0.599250  0.004999
  0.834250  0.622750  0.004999
  0.834250  0.646250  0.005000
  0.834250  0.669750  0.005000
  0.834250  0.693250  0.005000
  0.834250  0.716750  0.005000
  0.834250  0.740250  0.005000
  0.834250  0.763750  0.005000
  0.857750  0.223250  0.005000
  0.857750  0.246750  0.005000
  0.857750  0.270250  0.005000
  0.857750  0.293750  0.005000
  0.857750  0.317250  0.005000
  0.857750  0.340750  0.005000
  0.857750  0.364250  0.004999
  0.857750  0.387750  0.004999
  0.857750  0.411250  0.004999
  0.857750  0.434750  0.004993
  0.857750  0.458250  0.004993
  0.857750  0.481750  0.004993
  0.857750  0.505250  0.004999
  0.857750  0.528750  0.004999
  0.857750  0.552250  0.004999
  0.857750  0.575750  0.004999
  0.857750  0.599250  0.005000
  0.857750  0.622750  0.005000
  0.857750  0.646250  0.005000
  0.857750  0.669750  0.005000
  0.857750  0.693250  0.005000
  0.857750  0.716750  0.005000
  0.881250  0.246750  0.004999
  0.881250  0.270250  0.005000
  0.881250  0.293750  0.005000
  0.881250  0.317250  0.005000
  0.881250  0.340750  0.005000
  0.881250  0.364250  0.005000
  0.881250  0.387750  0.004999
  0.881250  0.411250  0.004999
  0.881250  0.434750  0.004999
  0.881250  0.458250  0.004999
  0.881250  0.481750  0.004999
  0.881250  0.505250  0.004999
  0.881250  0.528750  0.004999
  0.881250  0.552250  0.004999
  0.881250  0.575750  0.005000
  0.881250  0.599250  0.005000
  0.881250  0.622750  0.005000
  0.881250  0.646250  0.005000
  0.881250  0.669750  0.005000
  0.881250  0.693250  0.005000
  0.904750  0.293750  0.005000
  0.904750  0.317250  0.005000
  0.904750  0.340750  0.005000
  0.904750  0.364250  0.005000
  0.904750  0.387750  0.005000
  0.904750  0.411250  0.005000
  0.904750  0.434750  0.005000
  0.904750  0.458250  0.005000
  0.904750  0.481750  0.005000
  0.904750  0.505250  0.005000
  0.904750  0.528750  0.005000
  0.904750  0.552250  0.005000
  0.904750  0.575750  0.005000
  0.904750  0.599250  0.005000
  0.904750  0.622750  0.005000
  0.904750  0.646250  0.005000
  0.928250  0.364250  0.005000
  0.928250  0.387750  0.005000
  0.928250  0.411250  0.005000
  0.928250  0.434750  0.005000
  0.928250  0.458250  0.005000
  0.928250  0.481750  0.005000
  0.928250  0.505250  0.005000
  0.928250  0.528750  0.005000
  0.928250  0.552250  0.005000
  0.928250  0.575750  0.005000
